match_id,start_time,lobby_type,r1_hero,r1_level,r1_xp,r1_gold,r1_lh,r1_kills,r1_deaths,r1_items,r2_hero,r2_level,r2_xp,r2_gold,r2_lh,r2_kills,r2_deaths,r2_items,r3_hero,r3_level,r3_xp,r3_gold,r3_lh,r3_kills,r3_deaths,r3_items,r4_hero,r4_level,r4_xp,r4_gold,r4_lh,r4_kills,r4_deaths,r4_items,r5_hero,r5_level,r5_xp,r5_gold,r5_lh,r5_kills,r5_deaths,r5_items,d1_hero,d1_level,d1_xp,d1_gold,d1_lh,d1_kills,d1_deaths,d1_items,d2_hero,d2_level,d2_xp,d2_gold,d2_lh,d2_kills,d2_deaths,d2_items,d3_hero,d3_level,d3_xp,d3_gold,d3_lh,d3_kills,d3_deaths,d3_items,d4_hero,d4_level,d4_xp,d4_gold,d4_lh,d4_kills,d4_deaths,d4_items,d5_hero,d5_level,d5_xp,d5_gold,d5_lh,d5_kills,d5_deaths,d5_items,first_blood_time,first_blood_team,first_blood_player1,first_blood_player2,radiant_bottle_time,radiant_courier_time,radiant_flying_courier_time,radiant_tpscroll_count,radiant_boots_count,radiant_ward_observer_count,radiant_ward_sentry_count,radiant_first_ward_time,dire_bottle_time,dire_courier_time,dire_flying_courier_time,dire_tpscroll_count,dire_boots_count,dire_ward_observer_count,dire_ward_sentry_count,dire_first_ward_time,duration,radiant_win,tower_status_radiant,tower_status_dire,barracks_status_radiant,barracks_status_dire
104494,1449676242,0,51,4,1309,788,7,0,2,9,67,2,920,1008,12,0,2,7,20,2,383,557,0,0,2,9,90,3,587,676,4,0,1,6,11,4,1800,1121,15,0,1,5,112,3,860,884,1,0,0,10,68,3,843,1053,1,2,0,12,28,6,2766,2687,26,3,0,16,93,3,966,1875,25,2,0,11,39,5,2402,1943,24,1,0,10,-19.0,1.0,6.0,3.0,189.0,-87.0,217.0,7,1,2,1,13.0,92.0,-86.0,189.0,3,5,3,1,-5.0,2162,0,0,2044,2,63
23936,1439405284,0,46,5,2328,2139,31,0,0,7,1,4,1470,1551,21,0,0,8,55,4,1818,976,8,0,0,6,86,2,433,717,1,0,0,10,25,3,662,697,2,0,1,7,50,3,895,717,1,0,0,9,42,3,1077,1211,15,0,0,6,44,4,1119,584,2,0,0,6,87,3,1018,829,8,0,0,7,29,3,854,1211,8,1,0,7,260.0,1.0,9.0,,112.0,-86.0,190.0,1,5,3,1,-1.0,,-75.0,,1,1,2,0,,1270,1,2047,32,63,15
108684,1449851298,7,19,3,971,1236,9,1,1,6,74,4,1449,1337,11,1,1,9,94,4,1211,904,10,0,2,10,57,2,732,734,4,0,1,4,112,3,836,800,3,0,0,9,11,5,2284,1964,24,1,1,9,60,3,1045,1391,14,1,0,8,50,3,1158,798,3,0,0,9,106,3,1096,1833,26,1,1,11,85,4,1478,1591,8,2,0,14,114.0,0.0,0.0,8.0,,-78.0,,4,2,2,0,11.0,101.0,-85.0,193.0,5,4,2,0,-44.0,3001,1,1796,4,63,3
78939,1448485224,1,55,3,1144,827,8,0,0,7,11,4,1827,1224,15,0,0,7,40,3,810,783,2,1,1,10,30,2,565,655,1,0,1,11,56,3,1089,1219,15,0,0,7,39,5,1958,1491,20,0,0,10,60,4,1060,1056,5,1,1,10,7,3,1028,672,8,0,0,10,85,3,865,1110,5,1,0,11,72,4,1463,1349,21,0,0,15,90.0,1.0,8.0,2.0,46.0,-88.0,248.0,4,2,2,2,-17.0,168.0,-68.0,,8,4,2,0,18.0,3525,0,0,1796,0,51
13368,1435878792,1,85,3,995,687,0,0,0,8,72,3,1278,2194,27,2,0,8,47,4,1852,1129,15,0,0,7,23,5,1985,1608,14,1,1,7,30,3,926,853,3,0,0,11,63,4,1263,1067,13,0,0,8,75,2,405,626,3,0,1,6,29,2,498,537,1,0,1,4,84,3,728,584,3,0,0,6,4,5,1973,1943,25,1,1,9,23.0,0.0,1.0,,91.0,-83.0,,3,5,2,1,26.0,,-67.0,,0,2,2,1,12.0,1405,1,2047,6,63,3
85264,1448803766,7,112,2,701,588,0,0,0,9,28,5,1981,1039,13,0,0,7,25,5,2235,1400,17,0,0,8,86,3,794,818,9,0,0,6,102,4,1183,1620,19,1,0,5,7,2,363,500,0,0,0,8,44,4,1211,859,9,0,1,5,47,5,2179,1289,17,0,0,7,33,2,746,994,20,0,0,9,99,4,1841,698,5,0,0,6,289.0,0.0,4.0,6.0,140.0,-83.0,251.0,3,3,2,0,-14.0,193.0,-82.0,,4,2,3,0,-29.0,2763,1,1846,0,63,0
1114,1430869067,1,44,4,1443,1818,33,0,0,6,38,3,1152,785,7,0,0,7,7,2,319,499,0,0,0,9,11,5,1682,1498,20,0,0,7,27,2,494,499,0,0,1,5,102,4,1305,1093,4,1,0,7,41,4,1596,1695,30,0,0,11,25,5,1984,1452,19,0,0,6,86,3,648,549,1,0,0,7,26,2,297,666,4,0,0,7,137.0,1.0,5.0,,142.0,-88.0,203.0,1,4,2,0,-45.0,142.0,-82.0,183.0,0,5,3,1,-42.0,1619,0,1920,1972,48,63
32184,1441979762,7,30,3,996,583,2,0,0,8,12,3,934,1157,16,0,0,9,29,3,1168,1128,13,0,0,8,85,4,1137,1078,4,1,0,8,17,5,1930,1188,13,0,0,6,33,3,876,930,12,0,0,8,67,3,975,1095,12,0,0,8,74,5,2007,1068,14,0,0,5,57,4,1102,702,5,0,0,7,14,4,1371,545,1,0,1,4,,,,,140.0,-83.0,268.0,1,3,3,0,-29.0,230.0,-49.0,,3,2,1,0,3.0,4202,0,0,1792,0,61
84791,1448780670,1,11,4,1862,1121,15,0,1,6,68,3,941,654,7,0,0,5,28,3,709,994,12,0,1,9,3,3,771,666,4,0,0,10,72,4,1500,1577,24,0,0,10,61,3,1137,1041,14,0,0,5,50,1,187,622,1,0,0,9,39,5,2084,1672,11,1,0,8,87,2,728,722,1,1,0,9,18,4,1257,1106,15,0,0,5,156.0,1.0,7.0,0.0,256.0,-84.0,,3,3,3,1,-3.0,46.0,-88.0,236.0,1,2,3,1,-62.0,2169,1,1830,4,63,3
4666,1432346884,1,64,5,1945,1073,13,0,1,10,6,4,1283,1196,17,0,0,10,71,2,563,643,0,0,0,6,25,5,1921,1640,21,0,1,8,45,2,351,500,0,0,0,10,28,4,1349,1403,17,1,0,7,26,3,757,753,2,0,0,11,21,5,1670,1017,11,0,0,7,20,3,802,781,1,0,0,9,74,4,1671,1610,14,1,0,9,112.0,1.0,9.0,,212.0,-78.0,228.0,5,3,2,1,-19.0,,-84.0,194.0,3,4,4,0,3.0,3115,1,6,288,3,60
83584,1448722497,1,11,4,1778,1475,18,0,0,8,112,4,1177,963,5,0,0,10,72,3,936,1048,12,0,2,7,100,4,1051,975,3,1,1,5,30,3,746,628,1,0,0,12,91,2,687,712,0,1,0,4,19,3,851,1582,25,0,0,9,2,4,1848,1595,11,2,0,8,47,5,2014,1405,19,0,1,7,50,3,851,579,0,0,0,8,150.0,0.0,3.0,8.0,105.0,-78.0,181.0,3,5,4,0,-32.0,214.0,-71.0,,3,3,1,0,,910,1,2047,1958,63,63
88239,1448955981,1,11,4,1601,975,9,0,1,8,55,4,1801,1307,20,0,1,7,87,2,634,644,0,0,0,10,48,3,1104,1070,14,0,1,9,7,1,205,669,0,0,0,10,106,5,2130,1833,25,1,0,13,1,5,1999,1898,24,1,0,8,51,4,1469,1451,16,1,0,11,60,3,576,783,4,0,0,8,112,3,686,979,1,0,0,11,11.0,1.0,7.0,3.0,,-79.0,193.0,5,3,3,0,1.0,137.0,-77.0,218.0,3,4,3,1,30.0,1409,0,1968,1982,60,63
44501,1444153497,7,1,3,1248,1353,21,0,0,12,62,2,630,958,1,0,0,5,106,5,1899,1653,19,0,1,8,51,4,1941,1531,9,2,0,6,50,3,819,549,2,0,0,11,69,3,1278,1726,26,0,0,4,84,3,834,592,3,0,0,8,26,2,493,701,0,0,1,11,17,5,1729,1603,18,1,1,11,38,4,1710,1212,15,0,0,6,,,,,163.0,-69.0,197.0,2,2,3,1,-32.0,137.0,-57.0,191.0,5,1,3,2,-10.0,2777,0,0,1844,0,63
12624,1435563488,7,110,2,358,500,0,0,0,8,64,2,511,500,0,0,0,8,51,3,1026,576,2,0,0,5,72,3,1244,1643,25,0,0,9,22,4,1976,1493,23,0,0,4,7,2,242,647,2,0,0,12,21,4,1011,833,8,0,0,8,12,4,1234,1779,31,0,0,7,49,5,2252,1569,23,0,0,7,30,2,667,500,0,0,0,7,,,,,66.0,-79.0,220.0,0,2,2,1,-8.0,99.0,-85.0,217.0,4,3,2,1,-35.0,4244,0,0,1844,0,63
53552,1445668210,7,11,5,1884,1530,24,0,2,8,60,3,728,1203,10,1,1,9,93,4,1483,2133,26,1,0,13,30,4,1241,1236,5,1,0,8,64,3,976,874,3,1,0,8,71,2,463,768,2,0,1,7,112,3,1090,1032,2,0,2,11,106,5,2068,1897,16,2,0,7,31,2,552,909,2,1,1,8,67,4,1506,1367,18,0,0,12,109.0,0.0,2.0,6.0,111.0,-82.0,215.0,6,4,2,0,-22.0,118.0,-75.0,208.0,3,2,2,1,-29.0,1923,1,2047,0,63,0
110666,1449928254,7,110,3,745,684,5,0,1,10,73,3,1022,1776,18,0,0,7,30,3,984,830,7,0,0,10,68,3,756,700,0,1,0,7,74,5,1911,1247,18,0,1,7,47,4,2011,1375,19,0,0,9,28,3,868,841,6,0,1,9,92,2,995,620,3,0,0,7,56,5,1962,1686,24,0,0,10,26,3,757,1324,1,2,0,9,191.0,1.0,9.0,0.0,,-84.0,201.0,3,3,2,0,58.0,,-87.0,,2,4,2,0,-46.0,2481,0,0,1972,0,63
75188,1448227499,0,18,4,1667,1912,27,0,0,10,87,3,1010,1225,0,2,0,9,7,3,879,745,5,0,1,7,12,2,446,783,7,0,1,10,25,5,2266,1706,20,1,0,8,106,4,1292,1313,16,0,0,8,73,5,1777,2259,13,0,1,5,30,1,383,499,0,0,0,7,50,3,796,1068,1,2,0,13,98,5,1563,792,7,0,2,7,3.0,0.0,1.0,9.0,153.0,-76.0,,3,2,0,1,154.0,5.0,-64.0,235.0,4,4,2,0,-54.0,3126,0,0,390,0,51
103552,1449634763,1,112,2,422,550,1,0,0,8,72,3,943,911,10,0,0,6,65,4,1459,952,11,0,2,7,68,3,1005,500,0,0,0,9,11,4,2074,1765,27,0,0,11,49,4,1763,1388,19,0,0,8,21,3,1128,1414,22,0,0,7,85,3,971,554,0,0,0,6,50,3,716,651,0,0,0,9,39,5,1908,1949,18,2,0,10,160.0,1.0,9.0,2.0,148.0,-83.0,242.0,2,3,2,1,-36.0,102.0,-88.0,,1,5,2,1,-20.0,2362,0,0,1972,0,63
82086,1448652930,1,55,3,1077,1176,15,0,0,12,60,3,1018,1288,11,1,0,12,25,4,1899,1901,31,0,1,9,8,3,1174,827,8,0,1,7,30,3,860,583,2,0,0,9,71,3,618,1155,7,1,0,9,39,5,2219,1966,20,1,0,12,3,3,636,584,2,0,0,11,100,4,1402,1149,13,0,0,6,1,4,1153,1259,18,0,1,8,151.0,1.0,5.0,3.0,121.0,-83.0,,6,5,3,1,-35.0,178.0,-31.0,284.0,4,5,2,0,-21.0,3122,0,4,1924,3,51
105418,1449714268,0,46,4,1995,1321,18,0,0,7,51,4,1429,825,7,0,1,4,30,2,380,848,1,1,0,8,85,3,924,711,4,0,0,9,75,4,1337,1544,21,0,0,5,112,3,678,601,1,0,0,7,11,5,2232,2034,36,0,0,7,82,4,1415,1534,23,0,0,7,100,4,1749,982,12,0,1,5,3,2,468,675,0,1,0,11,16.0,0.0,2.0,8.0,77.0,-79.0,271.0,5,2,2,0,23.0,119.0,-84.0,,1,3,3,1,37.0,1310,0,6,2047,3,63
95296,1449288201,1,50,1,187,500,0,0,0,9,7,3,1031,705,5,0,0,8,11,4,1694,1226,15,0,0,8,60,3,787,672,4,0,0,6,42,3,807,1031,13,0,0,7,31,3,928,542,1,0,0,9,56,4,1913,1393,22,0,0,9,46,5,2156,1850,28,0,0,8,28,4,1423,1081,14,0,0,6,86,3,692,742,8,0,0,7,,,,,217.0,-87.0,180.0,0,3,4,1,-42.0,115.0,-86.0,222.0,1,5,3,1,-28.0,2946,1,1792,390,56,51
81025,1448599136,1,50,3,801,500,0,0,0,6,7,3,752,620,3,0,1,7,12,3,1423,1611,25,0,1,7,3,2,669,744,6,0,0,10,21,4,1713,1461,13,1,0,6,46,5,1866,1187,15,0,0,3,100,3,983,576,1,0,0,6,60,3,1245,1468,16,1,0,9,68,1,642,859,3,1,0,7,87,3,595,539,0,0,1,7,8.0,1.0,8.0,2.0,32.0,-87.0,185.0,3,2,3,0,-3.0,52.0,-86.0,202.0,1,2,2,0,14.0,1967,1,1982,0,63,0
29339,1441064239,1,20,3,793,642,0,0,1,9,112,2,753,542,1,0,1,11,2,3,784,785,7,0,1,8,4,3,1895,2547,23,3,0,7,39,5,2313,1569,22,0,0,12,55,4,1281,1677,21,1,2,11,71,3,565,500,0,0,1,7,101,2,791,913,0,1,0,13,59,4,1632,1947,27,1,0,6,11,4,1837,1521,21,0,0,11,230.0,0.0,3.0,,134.0,-83.0,210.0,4,3,2,1,-66.0,66.0,-83.0,244.0,4,3,3,0,-44.0,2956,1,1540,1796,51,63
107124,1449788938,1,106,4,1485,992,9,0,1,10,112,2,614,746,2,1,0,10,7,3,711,951,3,0,0,13,28,4,1531,896,9,0,0,7,1,4,1662,1832,30,0,0,9,42,3,1307,1541,25,0,0,10,3,3,654,940,0,1,0,8,51,3,668,630,2,0,1,6,50,3,875,581,1,0,0,9,21,4,1373,1437,18,0,0,8,141.0,1.0,6.0,0.0,,-88.0,184.0,5,3,2,1,-73.0,165.0,-87.0,200.0,3,4,2,0,-17.0,2447,1,1798,1536,63,48
28038,1440667594,7,72,5,2251,1464,20,0,0,7,105,3,1148,1014,2,2,1,9,100,4,1245,1630,13,1,0,6,50,3,699,804,6,0,2,10,112,3,741,725,0,1,2,11,4,3,1123,1616,27,0,1,10,34,5,1925,1331,20,0,0,6,63,5,2091,2096,13,4,0,11,7,3,621,744,5,0,1,12,22,3,958,666,4,0,1,5,124.0,0.0,2.0,,90.0,-85.0,,7,3,3,1,11.0,126.0,-86.0,200.0,3,5,3,0,-17.0,2510,0,4,1974,3,63
88329,1448961461,7,93,3,1001,1712,20,1,0,12,68,1,250,638,1,0,0,9,83,3,1187,570,0,0,0,7,52,2,463,578,2,0,0,9,11,5,2082,1444,17,0,0,9,3,2,411,550,1,0,0,6,22,4,1662,1235,15,0,0,6,71,4,1149,620,3,0,1,6,50,2,382,500,0,0,0,7,67,4,1496,1405,22,0,0,8,263.0,0.0,0.0,7.0,155.0,-85.0,213.0,2,2,2,1,-12.0,49.0,-75.0,192.0,1,2,2,1,-32.0,2206,1,2047,0,63,0
112203,1449991166,1,56,4,1278,1312,20,0,1,8,73,4,1642,1862,17,0,0,12,7,3,851,840,1,1,0,10,112,3,854,688,3,0,0,11,71,3,800,997,12,0,0,7,39,4,1599,1064,14,0,0,6,11,5,1865,1762,28,0,0,11,28,3,1441,819,4,0,1,8,20,3,611,1035,4,1,0,5,30,2,305,549,1,0,0,10,190.0,1.0,8.0,0.0,,-84.0,274.0,3,5,2,1,-35.0,36.0,-78.0,276.0,2,4,2,1,-13.0,2200,1,1974,0,63,0
24961,1439705272,7,86,2,598,627,3,0,0,7,11,5,1893,1382,21,0,1,8,21,4,1232,973,10,0,0,8,50,2,366,879,0,1,0,15,19,3,1222,1246,14,1,0,6,7,2,576,901,1,1,0,5,35,4,1720,1377,21,0,0,6,90,3,851,570,1,0,1,9,25,5,1707,1433,16,0,0,7,85,3,985,968,11,0,1,8,104.0,0.0,3.0,,143.0,-70.0,225.0,4,2,4,0,1.0,132.0,-79.0,202.0,3,3,3,0,-17.0,2738,0,0,1828,0,63
1376,1430988350,1,93,4,1612,1587,23,0,0,6,30,3,669,1069,0,2,0,10,99,4,1724,1231,10,1,0,10,26,2,473,814,0,0,0,8,17,5,1897,1483,21,0,0,7,20,2,522,522,1,0,0,8,86,3,782,500,0,0,0,12,41,3,875,1413,23,0,0,8,96,3,741,897,6,0,2,6,22,5,1779,1120,14,0,1,10,61.0,0.0,1.0,,160.0,-84.0,185.0,0,3,4,2,-9.0,255.0,-79.0,,2,2,2,0,-2.0,2389,1,1982,0,63,0
4954,1432437424,1,21,4,1743,1240,18,0,0,5,25,3,618,606,0,0,0,10,6,5,1978,1546,23,0,0,11,99,4,1205,1165,16,0,0,7,30,2,552,886,0,1,1,9,47,4,1856,1337,17,0,0,7,68,3,659,825,6,0,1,8,93,3,1041,576,2,0,0,9,92,3,761,877,4,1,0,7,55,4,1219,1115,15,0,0,10,24.0,0.0,4.0,,186.0,-83.0,265.0,4,3,2,1,-3.0,,-83.0,,3,3,2,1,19.0,3357,1,1926,0,51,1
77992,1448425493,1,60,3,952,777,7,0,1,8,8,3,967,1158,16,0,0,6,55,2,709,708,5,0,0,6,73,4,1493,2044,15,0,0,6,86,3,796,633,3,0,2,7,72,4,1426,1251,17,0,0,9,68,2,364,696,1,1,0,6,100,2,790,905,3,0,0,10,51,5,1886,1296,12,1,0,7,21,5,1904,1536,17,1,0,7,7.0,1.0,9.0,0.0,4.0,-86.0,245.0,1,3,2,1,18.0,137.0,-84.0,257.0,1,5,3,1,-30.0,3152,0,1540,2038,3,63
49753,1444957500,7,30,3,999,1023,0,3,0,10,110,4,1755,904,10,0,0,7,28,3,1102,1713,24,1,0,6,100,2,550,880,0,0,1,11,25,4,1449,1276,18,0,1,10,84,2,513,500,0,0,1,8,18,5,1765,1479,24,0,0,8,112,1,647,580,2,0,0,10,106,5,2184,1739,20,1,0,6,39,2,845,827,8,0,2,9,35.0,0.0,0.0,5.0,240.0,-79.0,195.0,2,4,4,1,-29.0,97.0,-82.0,180.0,3,2,2,1,-34.0,3368,0,0,1828,0,63
111834,1449974607,1,11,5,1886,2078,26,1,0,6,56,4,1820,1739,29,0,0,10,7,2,424,624,1,0,0,6,51,4,1263,863,9,0,1,10,50,3,835,766,1,0,0,9,73,4,1474,1759,15,0,1,6,3,2,559,538,1,0,0,8,100,4,1511,815,7,0,0,7,72,4,1349,1529,19,1,0,8,87,3,1296,784,5,0,0,14,270.0,0.0,0.0,5.0,134.0,-82.0,295.0,3,5,2,1,14.0,53.0,-86.0,246.0,2,2,5,2,29.0,1346,1,2047,1846,63,63
39779,1443377240,1,8,4,1951,1704,26,0,0,11,11,5,2262,2265,32,2,0,9,2,3,1372,1245,17,0,1,8,112,3,754,677,2,0,1,9,100,2,480,692,0,0,1,10,50,3,831,818,1,0,0,13,19,3,1172,1882,22,2,0,9,51,4,1693,1118,11,0,0,7,22,4,1222,1056,12,0,1,5,68,2,650,635,0,1,1,8,,,,,105.0,-85.0,244.0,3,4,2,1,-15.0,88.0,-78.0,254.0,3,3,4,1,53.0,1408,1,2047,1798,63,63
92110,1449147342,1,71,3,592,746,2,0,1,6,21,5,1985,1805,11,2,1,10,112,2,860,601,1,0,0,8,55,4,1270,1023,13,0,0,7,19,4,1311,1144,15,0,1,7,26,3,668,641,3,0,0,8,106,3,1172,1154,9,1,0,8,100,3,1119,1618,21,1,0,8,39,5,1973,1781,19,1,2,9,60,3,995,794,3,0,0,9,33.0,0.0,1.0,8.0,67.0,-45.0,215.0,2,2,2,0,119.0,132.0,-87.0,180.0,4,4,2,1,6.0,3116,0,4,1926,3,51
54748,1445870252,0,28,3,902,1151,15,0,0,8,43,5,2313,1659,24,0,0,8,3,1,334,883,0,1,0,10,25,3,840,545,0,0,0,6,29,4,1821,580,2,0,0,3,70,4,1304,1416,22,0,0,8,50,3,886,499,0,0,0,6,39,5,2024,1044,11,0,0,5,60,4,1080,673,4,0,1,8,31,3,941,499,0,0,0,7,53.0,0.0,2.0,8.0,49.0,-84.0,,2,4,3,1,-19.0,148.0,-76.0,236.0,2,4,3,0,8.0,2842,0,0,1796,0,59
103472,1449631603,1,55,4,1569,1466,19,1,0,10,87,3,1171,822,8,0,1,10,72,3,781,815,11,0,1,7,106,5,1872,1170,16,0,0,8,60,3,1031,1059,7,0,0,7,50,2,368,589,2,0,1,12,85,3,1120,1071,4,0,0,14,1,4,1844,1305,17,0,0,8,11,6,2380,1997,33,0,0,8,28,4,1335,1874,16,2,0,11,,,,,220.0,-84.0,,4,4,2,0,-9.0,113.0,-84.0,205.0,3,3,4,1,-31.0,1583,0,1924,1982,51,63
21170,1438277676,0,97,4,1388,1267,8,0,2,6,74,5,2229,1403,16,1,0,8,105,4,1308,1636,6,4,1,11,33,3,1143,1184,24,0,0,7,21,6,2244,1961,15,2,0,11,29,4,1555,1298,16,0,0,7,56,3,994,1626,10,2,2,9,31,2,671,621,3,0,1,6,42,3,798,671,1,0,2,4,47,4,1800,816,8,0,1,6,14.0,1.0,6.0,,67.0,-74.0,,4,3,0,0,,,36.0,,4,5,2,0,188.0,3172,0,0,1830,0,63
73470,1448011291,7,99,4,1186,1006,12,0,0,6,86,3,829,500,0,0,0,11,6,3,1141,1292,19,0,0,6,100,2,377,554,0,0,0,9,46,5,2096,1641,25,0,0,8,62,2,448,500,0,0,0,7,11,4,1842,1591,23,0,0,7,50,2,655,500,0,0,0,10,55,4,1352,855,9,0,0,10,93,4,1439,1381,21,0,0,8,,,,,104.0,-81.0,191.0,0,3,3,1,4.0,135.0,-86.0,264.0,1,3,3,1,-1.0,3002,0,260,1540,51,3
113202,1450040887,1,11,4,1313,1547,18,0,1,9,26,3,1333,838,1,0,0,10,29,5,2027,1639,27,0,0,10,112,3,826,903,1,0,0,6,72,3,1163,1199,17,0,0,6,68,1,452,841,0,1,0,10,8,5,2069,1332,20,0,0,8,71,2,616,806,6,0,0,9,28,4,1235,747,6,0,0,6,73,4,1622,2310,17,0,0,8,,,,,160.0,-73.0,186.0,2,3,2,1,-36.0,72.0,-64.0,253.0,1,6,2,0,18.0,2370,0,1540,1974,3,63
79161,1448499512,1,16,4,1723,1380,13,1,0,12,100,2,571,960,3,1,0,13,67,4,1498,1136,16,0,0,8,75,5,1529,1156,13,0,1,9,60,3,759,914,1,1,0,9,87,2,737,601,1,0,1,9,71,3,790,915,2,1,1,8,25,5,2035,1857,21,0,0,10,106,4,1495,1276,19,0,1,7,97,4,1464,1472,24,0,0,7,7.0,0.0,1.0,5.0,157.0,-71.0,250.0,4,3,2,0,80.0,75.0,-79.0,,4,5,2,0,17.0,2464,1,1975,512,63,3
100689,1449513813,1,27,4,1188,1129,5,1,0,10,106,4,1292,1319,17,0,1,10,11,4,1391,1175,14,0,1,7,3,3,724,499,0,0,0,5,69,4,1728,1281,16,0,1,11,68,2,571,808,0,1,0,10,21,4,1158,1322,12,1,0,12,73,4,1585,2511,16,0,0,4,100,3,845,560,2,0,1,9,8,5,2006,1439,14,1,0,10,195.0,0.0,0.0,8.0,164.0,-79.0,209.0,4,2,2,0,8.0,1.0,-86.0,189.0,2,4,2,1,-41.0,1937,1,1983,1540,63,15
90002,1449047692,1,112,1,209,553,0,0,1,7,8,4,1457,1440,20,0,1,6,11,5,2022,1687,28,0,0,7,71,4,1644,865,9,0,0,5,7,2,563,499,0,0,0,12,30,3,662,630,4,0,0,6,21,4,1664,1097,13,0,0,6,68,2,519,605,3,0,0,7,28,5,2180,1579,8,2,0,8,42,3,947,1269,16,0,0,6,123.0,1.0,8.0,1.0,152.0,-85.0,204.0,3,3,4,1,3.0,222.0,-84.0,212.0,1,2,2,0,-38.0,2191,0,260,1830,51,63
48239,1444676040,7,42,3,800,1449,22,0,1,7,106,4,2132,1086,13,0,0,6,31,3,902,584,0,0,0,8,110,3,840,796,0,1,1,8,99,4,1495,927,10,0,1,10,17,5,1975,1619,23,0,0,7,3,3,825,1003,0,2,0,7,85,4,1636,1360,10,1,0,13,95,3,810,1076,13,0,1,8,100,3,728,595,1,0,0,7,100.0,1.0,7.0,4.0,163.0,-85.0,182.0,5,3,2,0,1.0,34.0,-84.0,187.0,1,4,2,0,5.0,2636,1,1972,256,63,48
92185,1449150346,1,85,4,1244,1309,10,1,0,8,30,3,905,895,0,0,1,11,16,3,1086,1039,13,0,1,11,11,5,1842,1745,17,1,1,13,93,4,1373,1118,15,0,0,7,1,4,1168,1354,11,1,1,9,71,3,631,577,2,0,0,6,39,4,1862,1375,9,1,0,8,7,3,797,970,2,0,0,10,28,3,1023,945,11,0,0,5,,,,,90.0,-86.0,204.0,6,5,3,0,-61.0,132.0,-74.0,232.0,2,3,2,0,-26.0,1869,1,1830,1536,63,0
25585,1439888119,7,13,5,1838,957,8,0,1,7,64,3,767,1317,0,3,0,8,67,3,1030,1495,14,1,0,8,57,3,1035,1239,3,2,0,11,51,4,1625,1135,8,0,0,9,17,5,1829,1006,10,0,0,1,87,3,588,857,0,1,0,8,12,4,1583,1479,23,0,0,12,29,3,692,714,2,0,3,8,7,3,643,815,4,0,3,12,13.0,1.0,6.0,,121.0,-62.0,244.0,3,3,2,2,7.0,82.0,-85.0,,5,2,2,1,-33.0,2633,1,1974,384,63,48
85772,1448830107,0,21,5,1854,1445,18,0,1,6,33,3,741,700,5,0,0,7,99,3,813,670,4,0,1,9,94,3,1211,1039,12,0,1,8,26,2,577,500,0,0,1,11,86,3,1066,964,6,1,0,12,6,3,1020,1305,9,1,0,9,39,4,2015,1297,18,0,0,8,68,4,1282,1274,1,2,0,8,28,4,1228,1209,13,0,0,5,12.0,1.0,6.0,0.0,,-83.0,,2,3,5,1,92.0,290.0,-80.0,,1,2,1,0,,3175,1,1796,388,63,51
52616,1445497525,7,48,3,944,1022,14,0,2,9,51,4,1924,992,12,0,0,8,52,5,2078,1382,17,0,0,7,5,2,418,499,0,0,1,11,50,2,346,616,2,0,1,6,35,5,1946,1389,19,0,0,9,71,4,1197,1505,4,3,0,8,106,4,1455,1450,22,0,0,10,40,3,681,536,1,0,0,6,85,3,1135,1388,5,1,0,10,38.0,1.0,6.0,0.0,184.0,-82.0,197.0,3,2,3,0,-29.0,142.0,-85.0,,1,4,2,0,11.0,3465,0,4,1828,19,63
1340,1430976939,0,16,4,1397,977,11,0,0,7,53,4,1362,1344,16,0,0,7,21,3,845,615,2,0,1,8,85,3,876,979,11,0,1,7,93,4,1904,854,8,0,1,10,47,5,2100,1183,16,0,0,6,71,3,604,858,5,0,0,7,20,3,969,830,2,1,0,9,39,5,2391,1936,24,1,0,6,8,3,928,1621,17,1,0,7,13.0,1.0,9.0,,,-82.0,183.0,3,2,2,0,97.0,,-75.0,,2,4,2,0,-19.0,3332,1,2023,0,63,0
38607,1443239016,7,36,4,1706,1368,20,0,0,8,12,4,1685,1918,20,2,0,17,88,2,513,553,0,0,0,7,5,3,975,1064,4,1,0,12,96,4,1557,928,10,0,0,7,92,2,434,619,3,0,0,9,99,4,2046,1742,21,0,0,10,21,2,670,704,5,0,3,6,62,3,746,599,0,0,0,6,75,5,1828,1644,24,0,0,8,,,,,,-66.0,268.0,1,4,2,1,-18.0,112.0,-79.0,206.0,2,3,2,0,271.0,1317,1,1983,262,63,51
3164,1431739351,1,86,3,893,1127,2,1,0,10,29,4,1032,665,4,0,0,5,72,2,649,613,1,0,0,5,76,5,2048,1703,21,1,0,4,67,4,1359,1598,22,0,0,6,75,2,521,574,4,0,0,9,2,3,950,591,2,0,1,5,30,2,515,546,1,0,0,8,41,4,1397,1436,21,0,0,5,35,4,1502,874,8,0,1,7,73.0,0.0,0.0,,138.0,-84.0,181.0,2,3,3,2,3.0,135.0,-85.0,214.0,2,1,3,0,24.0,1979,1,1983,0,63,0
